isFraud,TransactionID
0.023881267233807003,3663549
0.017272262597398856,3663550
0.02021332534674461,3663551
0.02090803501005354,3663552
0.019307146719642277,3663553
0.003982046253753042,3663554
0.02972362232066541,3663555
0.05914581404777117,3663556
0.007670362550368769,3663557
0.0020391897355491757,3663558
0.006530524168387876,3663559
0.004291386762589073,3663560
0.08123434629405735,3663561
0.0033556607989109317,3663562
0.01995915885663258,3663563
0.0015379864911876872,3663564
0.023891134451411875,3663565
0.011081716018935935,3663566
0.04468965242732122,3663567
0.022304530879946213,3663568
0.056800255009529774,3663569
0.013475003200792752,3663570
0.017629574174362724,3663571
0.0627281885141082,3663572
0.030718897096790446,3663573
0.051675602635915266,3663574
0.009008005077852075,3663575
0.023034294097531167,3663576
0.03995520050688061,3663577
0.010301724008787577,3663578
0.059080709826622925,3663579
0.015945283614304796,3663580
0.09848324568203345,3663581
0.05557079839733436,3663582
0.004711748009706272,3663583
0.011953555716353809,3663584
0.009601033098713999,3663585
0.07939361467005883,3663586
0.11196128623813027,3663587
0.03820634920634921,3663588
0.15734809125015015,3663589
0.014921349752216822,3663590
0.005023917625987179,3663591
0.024565421601479533,3663592
0.012761215740453852,3663593
0.014162851488806985,3663594
0.038000426524966976,3663595
0.00031301445058416977,3663596
0.007781787371810116,3663597
0.08450259296278272,3663598
0.0009105610399644411,3663599
0.006922438096078798,3663600
0.06752976190476188,3663601
0.2701706349206349,3663602
0.0005563031126999602,3663603
0.01780835189634538,3663604
0.05214499005346704,3663605
0.022499026472647992,3663606
0.004886145803580255,3663607
0.021456137840150057,3663608
0.01125465617671277,3663609
0.003918991848764059,3663610
0.0026059986310639637,3663611
0.0011563572381241268,3663612
0.011629835911046693,3663613
0.1039021508235094,3663614
0.0020965259978242765,3663615
0.007861028127064733,3663616
0.001977556499674833,3663617
0.0013030505532037767,3663618
0.0030729077083632137,3663619
0.0014858802879798264,3663620
0.0002985953026375558,3663621
0.04347150232111043,3663622
0.010845683203976907,3663623
0.050150884618783156,3663624
0.014988590012283295,3663625
0.04380988455988456,3663626
0.00264885951065452,3663627
0.007989790839374655,3663628
0.0016666666666666666,3663629
0.0021166823477761585,3663630
0.004506016123650636,3663631
0.0012861858904515532,3663632
0.0007300074446529953,3663633
0.03982390883459799,3663634
0.00041539125996399335,3663635
0.025820768404584058,3663636
0.001819085902391565,3663637
0.041191870898535106,3663638
0.0004765924669759759,3663639
0.0022462503503925422,3663640
0.03217944130066965,3663641
0.00760233373076134,3663642
0.0031587943267683215,3663643
0.010768810654615244,3663644
0.026365781466578548,3663645
0.04647441643126655,3663646
0.009646931067392282,3663647
0.01828942841464643,3663648
0.009591934653892343,3663649
0.051170815116514154,3663650
0.0005072860967281458,3663651
0.007410029393265928,3663652
0.0006423342077495248,3663653
0.01671181688548252,3663654
0.0349549426727392,3663655
0.004042513056679957,3663656
0.004411189238293677,3663657
0.006342014569094365,3663658
0.0005586496069404222,3663659
0.0005297618958718253,3663660
0.015156146216404796,3663661
0.0038925913397195333,3663662
0.016611701154063737,3663663
0.0012619140457913595,3663664
0.009566451331421609,3663665
0.00428955500469819,3663666
0.023430586212630847,3663667
0.005812022634813634,3663668
0.049888252878082844,3663669
0.008717413374440009,3663670
0.00026226861555135757,3663671
0.027476819297428238,3663672
